# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-10-26 14:37:52 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02175000 EDISTO RIVER NR GIVHANS, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02175000
#            TS   parameter     Description
#        128196       00065     Gage height, feet
#        128198       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	128196_00065	128196_00065_cd	128198_00060	128198_00060_cd
USGS	02175000	2016-06-17 09:00	EST	6.07	P	2090	P
USGS	02175000	2016-06-17 10:00	EST	6.03	P	2070	P
USGS	02175000	2016-06-17 11:00	EST	6.00	P	2050	P
USGS	02175000	2016-06-17 12:00	EST	5.97	P	2040	P
USGS	02175000	2016-06-17 13:00	EST	5.90	P	2000	P
USGS	02175000	2016-06-17 14:00	EST	5.89	P	2000	P
USGS	02175000	2016-06-17 15:00	EST	5.87	P	1990	P
USGS	02175000	2016-06-17 16:00	EST	5.93	P	2020	P
USGS	02175000	2016-06-17 17:00	EST	5.97	P	2040	P
USGS	02175000	2016-06-17 18:00	EST	5.95	P	2030	P
USGS	02175000	2016-06-17 19:00	EST	5.93	P	2020	P
USGS	02175000	2016-06-17 20:00	EST	5.90	P	2000	P
USGS	02175000	2016-06-17 21:00	EST	5.87	P	1990	P
USGS	02175000	2016-06-17 22:00	EST	5.84	P	1970	P
USGS	02175000	2016-06-17 23:00	EST	5.82	P	1960	P
USGS	02175000	2016-06-18 00:00	EST	5.79	P	1950	P
USGS	02175000	2016-06-18 01:00	EST	5.77	P	1940	P
USGS	02175000	2016-06-18 02:00	EST	5.71	P	1910	P
USGS	02175000	2016-06-18 03:00	EST	5.72	P	1910	P
USGS	02175000	2016-06-18 04:00	EST	5.69	P	1900	P
USGS	02175000	2016-06-18 05:00	EST	5.66	P	1880	P
USGS	02175000	2016-06-18 06:00	EST	5.64	P	1870	P
USGS	02175000	2016-06-18 07:00	EST	5.60	P	1850	P
USGS	02175000	2016-06-18 08:00	EST	5.56	P	1830	P
USGS	02175000	2016-06-18 09:00	EST	5.51	P	1810	P
USGS	02175000	2016-06-18 10:00	EST	5.50	P	1810	P
USGS	02175000	2016-06-18 11:00	EST	5.46	P	1790	P
USGS	02175000	2016-06-18 12:00	EST	5.43	P	1770	P
USGS	02175000	2016-06-18 13:00	EST	5.45	P	1780	P
USGS	02175000	2016-06-18 14:00	EST	5.42	P	1770	P
USGS	02175000	2016-06-18 15:00	EST	5.40	P	1760	P
USGS	02175000	2016-06-18 16:00	EST	5.33	P	1730	P
USGS	02175000	2016-06-18 17:00	EST	5.34	P	1730	P
USGS	02175000	2016-06-18 18:00	EST	5.28	P	1700	P
USGS	02175000	2016-06-18 19:00	EST	5.29	P	1710	P
USGS	02175000	2016-06-18 20:00	EST	5.26	P	1690	P
USGS	02175000	2016-06-18 21:00	EST	5.23	P	1680	P
USGS	02175000	2016-06-18 22:00	EST	5.21	P	1670	P
USGS	02175000	2016-06-18 23:00	EST	5.19	P	1660	P
USGS	02175000	2016-06-19 00:00	EST	5.16	P	1650	P
USGS	02175000	2016-06-19 01:00	EST	5.13	P	1630	P
USGS	02175000	2016-06-19 02:00	EST	5.11	P	1620	P
USGS	02175000	2016-06-19 03:00	EST	5.08	P	1610	P
USGS	02175000	2016-06-19 04:00	EST	5.06	P	1600	P
USGS	02175000	2016-06-19 05:00	EST	5.03	P	1590	P
USGS	02175000	2016-06-19 06:00	EST	5.01	P	1580	P
USGS	02175000	2016-06-19 07:00	EST	4.98	P	1570	P
USGS	02175000	2016-06-19 08:00	EST	4.92	P	1540	P
USGS	02175000	2016-06-19 09:00	EST	4.91	P	1530	P
USGS	02175000	2016-06-19 10:00	EST	4.88	P	1520	P
USGS	02175000	2016-06-19 11:00	EST	4.86	P	1510	P
USGS	02175000	2016-06-19 12:00	EST	4.82	P	1490	P
USGS	02175000	2016-06-19 13:00	EST	4.80	P	1490	P
USGS	02175000	2016-06-19 14:00	EST	4.76	P	1470	P
USGS	02175000	2016-06-19 15:00	EST	4.77	P	1470	P
USGS	02175000	2016-06-19 16:00	EST	4.77	P	1470	P
USGS	02175000	2016-06-19 17:00	EST	4.74	P	1460	P
USGS	02175000	2016-06-19 18:00	EST	4.72	P	1450	P
USGS	02175000	2016-06-19 19:00	EST	4.69	P	1440	P
USGS	02175000	2016-06-19 20:00	EST	4.68	P	1430	P
USGS	02175000	2016-06-19 21:00	EST	4.66	P	1420	P
USGS	02175000	2016-06-19 22:00	EST	4.65	P	1420	P
USGS	02175000	2016-06-19 23:00	EST	4.62	P	1410	P
USGS	02175000	2016-06-20 00:00	EST	4.61	P	1400	P
USGS	02175000	2016-06-20 01:00	EST	4.59	P	1390	P
USGS	02175000	2016-06-20 02:00	EST	4.57	P	1390	P
USGS	02175000	2016-06-20 03:00	EST	4.56	P	1380	P
USGS	02175000	2016-06-20 04:00	EST	4.54	P	1370	P
USGS	02175000	2016-06-20 05:00	EST	4.53	P	1370	P
USGS	02175000	2016-06-20 06:00	EST	4.51	P	1360	P
USGS	02175000	2016-06-20 07:00	EST	4.50	P	1360	P
USGS	02175000	2016-06-20 08:00	EST	4.48	P	1350	P
USGS	02175000	2016-06-20 09:00	EST	4.47	P	1340	P
USGS	02175000	2016-06-20 10:00	EST	4.46	P	1340	P
USGS	02175000	2016-06-20 11:00	EST	4.45	P	1330	P
USGS	02175000	2016-06-20 12:00	EST	4.39	P	1310	P
USGS	02175000	2016-06-20 13:00	EST	4.42	P	1320	P
USGS	02175000	2016-06-20 14:00	EST	4.41	P	1320	P
USGS	02175000	2016-06-20 15:00	EST	4.39	P	1310	P
USGS	02175000	2016-06-20 16:00	EST	4.38	P	1300	P
USGS	02175000	2016-06-20 17:00	EST	4.37	P	1300	P
USGS	02175000	2016-06-20 18:00	EST	4.36	P	1300	P
USGS	02175000	2016-06-20 19:00	EST	4.35	P	1290	P
USGS	02175000	2016-06-20 20:00	EST	4.34	P	1290	P
USGS	02175000	2016-06-20 21:00	EST	4.33	P	1280	P
USGS	02175000	2016-06-20 22:00	EST	4.32	P	1280	P
USGS	02175000	2016-06-20 23:00	EST	4.31	P	1280	P
USGS	02175000	2016-06-21 00:00	EST	4.30	P	1270	P
USGS	02175000	2016-06-21 01:00	EST	4.29	P	1270	P
USGS	02175000	2016-06-21 02:00	EST	4.28	P	1260	P
USGS	02175000	2016-06-21 03:00	EST	4.28	P	1260	P
USGS	02175000	2016-06-21 04:00	EST	4.27	P	1260	P
USGS	02175000	2016-06-21 05:00	EST	4.27	P	1260	P
USGS	02175000	2016-06-21 06:00	EST	4.26	P	1260	P
USGS	02175000	2016-06-21 07:00	EST	4.26	P	1260	P
USGS	02175000	2016-06-21 08:00	EST	4.22	P	1240	P
USGS	02175000	2016-06-21 09:00	EST	4.20	P	1230	P
USGS	02175000	2016-06-21 10:00	EST	4.21	P	1230	P
USGS	02175000	2016-06-21 11:00	EST	4.20	P	1230	P
USGS	02175000	2016-06-21 12:00	EST	4.20	P	1230	P
USGS	02175000	2016-06-21 13:00	EST	4.19	P	1230	P
USGS	02175000	2016-06-21 14:00	EST	4.19	P	1230	P
USGS	02175000	2016-06-21 15:00	EST	4.19	P	1230	P
USGS	02175000	2016-06-21 16:00	EST	4.18	P	1220	P
USGS	02175000	2016-06-21 17:00	EST	4.18	P	1220	P
USGS	02175000	2016-06-21 18:00	EST	4.17	P	1220	P
USGS	02175000	2016-06-21 19:00	EST	4.15	P	1210	P
USGS	02175000	2016-06-21 20:00	EST	4.14	P	1210	P
USGS	02175000	2016-06-21 21:00	EST	4.14	P	1210	P
USGS	02175000	2016-06-21 22:00	EST	4.13	P	1200	P
USGS	02175000	2016-06-21 23:00	EST	4.12	P	1200	P
USGS	02175000	2016-06-22 00:00	EST	4.11	P	1190	P
USGS	02175000	2016-06-22 01:00	EST	4.10	P	1190	P
USGS	02175000	2016-06-22 02:00	EST	4.09	P	1190	P
USGS	02175000	2016-06-22 03:00	EST	4.08	P	1180	P
USGS	02175000	2016-06-22 04:00	EST	4.07	P	1180	P
USGS	02175000	2016-06-22 05:00	EST	4.06	P	1170	P
USGS	02175000	2016-06-22 06:00	EST	4.05	P	1170	P
USGS	02175000	2016-06-22 07:00	EST	4.04	P	1170	P
USGS	02175000	2016-06-22 08:00	EST	4.02	P	1160	P
USGS	02175000	2016-06-22 09:00	EST	4.00	P	1150	P
USGS	02175000	2016-06-22 10:00	EST	4.01	P	1150	P
USGS	02175000	2016-06-22 11:00	EST	4.01	P	1150	P
USGS	02175000	2016-06-22 12:00	EST	4.01	P	1150	P
USGS	02175000	2016-06-22 13:00	EST	3.98	P	1140	P
USGS	02175000	2016-06-22 14:00	EST	3.97	P	1140	P
USGS	02175000	2016-06-22 15:00	EST	3.97	P	1140	P
USGS	02175000	2016-06-22 16:00	EST	3.94	P	1130	P
USGS	02175000	2016-06-22 17:00	EST	3.97	P	1140	P
USGS	02175000	2016-06-22 18:00	EST	3.95	P	1130	P
USGS	02175000	2016-06-22 19:00	EST	3.94	P	1130	P
USGS	02175000	2016-06-22 20:00	EST	3.93	P	1120	P
USGS	02175000	2016-06-22 21:00	EST	3.93	P	1120	P
USGS	02175000	2016-06-22 22:00	EST	3.92	P	1120	P
USGS	02175000	2016-06-22 23:00	EST	3.91	P	1120	P
USGS	02175000	2016-06-23 00:00	EST	3.90	P	1110	P
USGS	02175000	2016-06-23 01:00	EST	3.90	P	1110	P
USGS	02175000	2016-06-23 02:00	EST	3.89	P	1110	P
USGS	02175000	2016-06-23 03:00	EST	3.88	P	1100	P
USGS	02175000	2016-06-23 04:00	EST	3.87	P	1100	P
USGS	02175000	2016-06-23 05:00	EST	3.86	P	1100	P
USGS	02175000	2016-06-23 06:00	EST	3.86	P	1100	P
USGS	02175000	2016-06-23 07:00	EST	3.85	P	1090	P
USGS	02175000	2016-06-23 08:00	EST	3.83	P	1090	P
USGS	02175000	2016-06-23 09:00	EST	3.83	P	1090	P
USGS	02175000	2016-06-23 10:00	EST	3.81	P	1080	P
USGS	02175000	2016-06-23 11:00	EST	3.78	P	1070	P
USGS	02175000	2016-06-23 12:00	EST	3.78	P	1070	P
USGS	02175000	2016-06-23 13:00	EST	3.77	P	1060	P
USGS	02175000	2016-06-23 14:00	EST	3.75	P	1060	P
USGS	02175000	2016-06-23 15:00	EST	3.74	P	1050	P
USGS	02175000	2016-06-23 16:00	EST	3.75	P	1060	P
USGS	02175000	2016-06-23 17:00	EST	3.74	P	1050	P
USGS	02175000	2016-06-23 18:00	EST	3.75	P	1060	P
USGS	02175000	2016-06-23 19:00	EST	3.74	P	1050	P
USGS	02175000	2016-06-23 20:00	EST	3.73	P	1050	P
USGS	02175000	2016-06-23 21:00	EST	3.72	P	1050	P
USGS	02175000	2016-06-23 22:00	EST	3.71	P	1040	P
USGS	02175000	2016-06-23 23:00	EST	3.71	P	1040	P
USGS	02175000	2016-06-24 00:00	EST	3.70	P	1040	P
USGS	02175000	2016-06-24 01:00	EST	3.69	P	1040	P
USGS	02175000	2016-06-24 02:00	EST	3.68	P	1030	P
USGS	02175000	2016-06-24 03:00	EST	3.67	P	1030	P
USGS	02175000	2016-06-24 04:00	EST	3.66	P	1020	P
USGS	02175000	2016-06-24 05:00	EST	3.65	P	1020	P
USGS	02175000	2016-06-24 06:00	EST	3.65	P	1020	P
USGS	02175000	2016-06-24 07:00	EST	3.63	P	1010	P
USGS	02175000	2016-06-24 08:00	EST	3.63	P	1010	P
USGS	02175000	2016-06-24 09:00	EST	3.62	P	1010	P
USGS	02175000	2016-06-24 10:00	EST	3.60	P	1000	P
USGS	02175000	2016-06-24 11:00	EST	3.59	P	999	P
USGS	02175000	2016-06-24 12:00	EST	3.54	P	981	P
USGS	02175000	2016-06-24 13:00	EST	3.55	P	985	P
USGS	02175000	2016-06-24 14:00	EST	3.54	P	981	P
USGS	02175000	2016-06-24 15:00	EST	3.52	P	974	P
USGS	02175000	2016-06-24 16:00	EST	3.50	P	967	P
USGS	02175000	2016-06-24 17:00	EST	3.50	P	967	P
USGS	02175000	2016-06-24 18:00	EST	3.52	P	974	P
USGS	02175000	2016-06-24 19:00	EST	3.49	P	963	P
USGS	02175000	2016-06-24 20:00	EST	3.51	P	970	P
USGS	02175000	2016-06-24 21:00	EST	3.49	P	963	P
USGS	02175000	2016-06-24 22:00	EST	3.49	P	963	P
USGS	02175000	2016-06-24 23:00	EST	3.48	P	960	P
USGS	02175000	2016-06-25 00:00	EST	3.47	P	956	P
USGS	02175000	2016-06-25 01:00	EST	3.46	P	953	P
USGS	02175000	2016-06-25 02:00	EST	3.44	P	946	P
USGS	02175000	2016-06-25 03:00	EST	3.44	P	946	P
USGS	02175000	2016-06-25 04:00	EST	3.42	P	939	P
USGS	02175000	2016-06-25 05:00	EST	3.41	P	935	P
USGS	02175000	2016-06-25 06:00	EST	3.40	P	932	P
USGS	02175000	2016-06-25 07:00	EST	3.38	P	925	P
USGS	02175000	2016-06-25 08:00	EST	3.37	P	921	P
USGS	02175000	2016-06-25 09:00	EST	3.36	P	918	P
USGS	02175000	2016-06-25 10:00	EST	3.36	P	918	P
USGS	02175000	2016-06-25 11:00	EST	3.34	P	911	P
USGS	02175000	2016-06-25 12:00	EST	3.35	P	914	P
USGS	02175000	2016-06-25 13:00	EST	3.32	P	904	P
USGS	02175000	2016-06-25 14:00	EST	3.31	P	901	P
USGS	02175000	2016-06-25 15:00	EST	3.30	P	897	P
USGS	02175000	2016-06-25 16:00	EST	3.28	P	890	P
USGS	02175000	2016-06-25 17:00	EST	3.27	P	887	P
USGS	02175000	2016-06-25 18:00	EST	3.21	P	867	P
USGS	02175000	2016-06-25 19:00	EST	3.22	P	870	P
USGS	02175000	2016-06-25 20:00	EST	3.24	P	877	P
USGS	02175000	2016-06-25 21:00	EST	3.23	P	873	P
USGS	02175000	2016-06-25 22:00	EST	3.21	P	867	P
USGS	02175000	2016-06-25 23:00	EST	3.21	P	867	P
USGS	02175000	2016-06-26 00:00	EST	3.19	P	860	P
USGS	02175000	2016-06-26 01:00	EST	3.19	P	860	P
USGS	02175000	2016-06-26 02:00	EST	3.17	P	853	P
USGS	02175000	2016-06-26 03:00	EST	3.16	P	850	P
USGS	02175000	2016-06-26 04:00	EST	3.15	P	846	P
USGS	02175000	2016-06-26 05:00	EST	3.14	P	843	P
USGS	02175000	2016-06-26 06:00	EST	3.09	P	826	P
USGS	02175000	2016-06-26 07:00	EST	3.12	P	836	P
USGS	02175000	2016-06-26 08:00	EST	3.09	P	826	P
USGS	02175000	2016-06-26 09:00	EST	3.05	P	813	P
USGS	02175000	2016-06-26 10:00	EST	3.04	P	810	P
USGS	02175000	2016-06-26 11:00	EST	3.01	P	800	P
USGS	02175000	2016-06-26 12:00	EST	3.03	P	806	P
USGS	02175000	2016-06-26 13:00	EST	3.04	P	810	P
USGS	02175000	2016-06-26 14:00	EST	3.02	P	803	P
USGS	02175000	2016-06-26 15:00	EST	3.01	P	800	P
USGS	02175000	2016-06-26 16:00	EST	2.99	P	793	P
USGS	02175000	2016-06-26 17:00	EST	3.00	P	797	P
USGS	02175000	2016-06-26 18:00	EST	2.99	P	793	P
USGS	02175000	2016-06-26 19:00	EST	2.99	P	793	P
USGS	02175000	2016-06-26 20:00	EST	2.98	P	790	P
USGS	02175000	2016-06-26 21:00	EST	2.97	P	787	P
USGS	02175000	2016-06-26 22:00	EST	2.96	P	783	P
USGS	02175000	2016-06-26 23:00	EST	2.96	P	783	P
USGS	02175000	2016-06-27 00:00	EST	2.95	P	780	P
USGS	02175000	2016-06-27 01:00	EST	2.94	P	777	P
USGS	02175000	2016-06-27 02:00	EST	2.93	P	774	P
USGS	02175000	2016-06-27 03:00	EST	2.92	P	770	P
USGS	02175000	2016-06-27 04:00	EST	2.91	P	767	P
USGS	02175000	2016-06-27 05:00	EST	2.90	P	764	P
USGS	02175000	2016-06-27 06:00	EST	2.89	P	761	P
USGS	02175000	2016-06-27 07:00	EST	2.88	P	758	P
USGS	02175000	2016-06-27 08:00	EST	2.87	P	754	P
USGS	02175000	2016-06-27 09:00	EST	2.83	P	742	P
USGS	02175000	2016-06-27 10:00	EST	2.85	P	748	P
USGS	02175000	2016-06-27 11:00	EST	2.84	P	745	P
USGS	02175000	2016-06-27 12:00	EST	2.80	P	732	P
USGS	02175000	2016-06-27 13:00	EST	2.79	P	729	P
USGS	02175000	2016-06-27 14:00	EST	2.75	P	716	P
USGS	02175000	2016-06-27 15:00	EST	2.79	P	729	P
USGS	02175000	2016-06-27 16:00	EST	2.78	P	726	P
USGS	02175000	2016-06-27 17:00	EST	2.78	P	726	P
USGS	02175000	2016-06-27 18:00	EST	2.78	P	726	P
USGS	02175000	2016-06-27 19:00	EST	2.77	P	723	P
USGS	02175000	2016-06-27 20:00	EST	2.76	P	719	P
USGS	02175000	2016-06-27 21:00	EST	2.75	P	716	P
USGS	02175000	2016-06-27 22:00	EST	2.74	P	713	P
USGS	02175000	2016-06-27 23:00	EST	2.74	P	713	P
USGS	02175000	2016-06-28 00:00	EST	2.73	P	710	P
USGS	02175000	2016-06-28 01:00	EST	2.72	P	707	P
USGS	02175000	2016-06-28 02:00	EST	2.72	P	707	P
USGS	02175000	2016-06-28 03:00	EST	2.70	P	701	P
USGS	02175000	2016-06-28 04:00	EST	2.70	P	701	P
USGS	02175000	2016-06-28 05:00	EST	2.69	P	697	P
USGS	02175000	2016-06-28 06:00	EST	2.70	P	701	P
USGS	02175000	2016-06-28 07:00	EST	2.68	P	694	P
USGS	02175000	2016-06-28 08:00	EST	2.67	P	691	P
USGS	02175000	2016-06-28 09:00	EST	2.67	P	691	P
USGS	02175000	2016-06-28 10:00	EST	2.65	P	685	P
USGS	02175000	2016-06-28 11:00	EST	2.65	P	685	P
USGS	02175000	2016-06-28 12:00	EST	2.64	P	682	P
USGS	02175000	2016-06-28 13:00	EST	2.61	P	673	P
USGS	02175000	2016-06-28 14:00	EST	2.64	P	682	P
USGS	02175000	2016-06-28 15:00	EST	2.63	P	679	P
USGS	02175000	2016-06-28 16:00	EST	2.68	P	694	P
USGS	02175000	2016-06-28 17:00	EST	2.66	P	688	P
USGS	02175000	2016-06-28 18:00	EST	2.69	P	697	P
USGS	02175000	2016-06-28 19:00	EST	2.68	P	694	P
USGS	02175000	2016-06-28 20:00	EST	2.68	P	694	P
USGS	02175000	2016-06-28 21:00	EST	2.68	P	694	P
USGS	02175000	2016-06-28 22:00	EST	2.67	P	691	P
USGS	02175000	2016-06-28 23:00	EST	2.67	P	691	P
USGS	02175000	2016-06-29 00:00	EST	2.66	P	688	P
USGS	02175000	2016-06-29 01:00	EST	2.66	P	688	P
USGS	02175000	2016-06-29 02:00	EST	2.65	P	685	P
USGS	02175000	2016-06-29 03:00	EST	2.65	P	685	P
USGS	02175000	2016-06-29 04:00	EST	2.64	P	682	P
USGS	02175000	2016-06-29 05:00	EST	2.63	P	679	P
USGS	02175000	2016-06-29 06:00	EST	2.62	P	676	P
USGS	02175000	2016-06-29 07:00	EST	2.62	P	676	P
USGS	02175000	2016-06-29 08:00	EST	2.62	P	676	P
USGS	02175000	2016-06-29 09:00	EST	2.61	P	673	P
USGS	02175000	2016-06-29 10:00	EST	2.60	P	670	P
USGS	02175000	2016-06-29 11:00	EST	2.59	P	667	P
USGS	02175000	2016-06-29 12:00	EST	2.58	P	664	P
USGS	02175000	2016-06-29 13:00	EST	2.53	P	648	P
USGS	02175000	2016-06-29 14:00	EST	2.56	P	657	P
USGS	02175000	2016-06-29 15:00	EST	2.56	P	657	P
USGS	02175000	2016-06-29 16:00	EST	2.55	P	654	P
USGS	02175000	2016-06-29 17:00	EST	2.55	P	654	P
USGS	02175000	2016-06-29 18:00	EST	2.54	P	651	P
USGS	02175000	2016-06-29 19:00	EST	2.53	P	648	P
USGS	02175000	2016-06-29 20:00	EST	2.53	P	648	P
USGS	02175000	2016-06-29 21:00	EST	2.52	P	645	P
USGS	02175000	2016-06-29 22:00	EST	2.52	P	645	P
USGS	02175000	2016-06-29 23:00	EST	2.51	P	642	P
USGS	02175000	2016-06-30 00:00	EST	2.50	P	639	P
USGS	02175000	2016-06-30 01:00	EST	2.50	P	639	P
USGS	02175000	2016-06-30 02:00	EST	2.49	P	636	P
USGS	02175000	2016-06-30 03:00	EST	2.49	P	636	P
USGS	02175000	2016-06-30 04:00	EST	2.48	P	633	P
USGS	02175000	2016-06-30 05:00	EST	2.48	P	633	P
USGS	02175000	2016-06-30 06:00	EST	2.47	P	630	P
USGS	02175000	2016-06-30 07:00	EST	2.48	P	633	P
USGS	02175000	2016-06-30 08:00	EST	2.47	P	630	P
USGS	02175000	2016-06-30 09:00	EST	2.46	P	627	P
USGS	02175000	2016-06-30 10:00	EST	2.46	P	627	P
USGS	02175000	2016-06-30 11:00	EST	2.46	P	627	P
USGS	02175000	2016-06-30 12:00	EST	2.45	P	624	P
USGS	02175000	2016-06-30 13:00	EST	2.45	P	624	P
USGS	02175000	2016-06-30 14:00	EST	2.43	P	618	P
USGS	02175000	2016-06-30 15:00	EST	2.42	P	615	P
USGS	02175000	2016-06-30 16:00	EST	2.43	P	618	P
USGS	02175000	2016-06-30 17:00	EST	2.42	P	615	P
USGS	02175000	2016-06-30 18:00	EST	2.43	P	618	P
USGS	02175000	2016-06-30 19:00	EST	2.42	P	615	P
USGS	02175000	2016-06-30 20:00	EST	2.42	P	615	P
USGS	02175000	2016-06-30 21:00	EST	2.43	P	618	P
USGS	02175000	2016-06-30 22:00	EST	2.42	P	615	P
USGS	02175000	2016-06-30 23:00	EST	2.42	P	615	P
USGS	02175000	2016-07-01 00:00	EST	2.42	P	615	P
USGS	02175000	2016-07-01 01:00	EST	2.43	P	618	P
USGS	02175000	2016-07-01 02:00	EST	2.43	P	618	P
USGS	02175000	2016-07-01 03:00	EST	2.44	P	621	P
USGS	02175000	2016-07-01 04:00	EST	2.43	P	618	P
USGS	02175000	2016-07-01 05:00	EST	2.44	P	621	P
USGS	02175000	2016-07-01 06:00	EST	2.45	P	624	P
USGS	02175000	2016-07-01 07:00	EST	2.47	P	630	P
USGS	02175000	2016-07-01 08:00	EST	2.47	P	630	P
USGS	02175000	2016-07-01 09:00	EST	2.47	P	630	P
USGS	02175000	2016-07-01 10:00	EST	2.49	P	636	P
USGS	02175000	2016-07-01 11:00	EST	2.48	P	633	P
USGS	02175000	2016-07-01 12:00	EST	2.48	P	633	P
USGS	02175000	2016-07-01 13:00	EST	2.49	P	636	P
USGS	02175000	2016-07-01 14:00	EST	2.47	P	630	P
USGS	02175000	2016-07-01 15:00	EST	2.49	P	636	P
USGS	02175000	2016-07-01 16:00	EST	2.48	P	633	P
USGS	02175000	2016-07-01 17:00	EST	2.48	P	633	P
USGS	02175000	2016-07-01 18:00	EST	2.49	P	636	P
USGS	02175000	2016-07-01 19:00	EST	2.48	P	633	P
USGS	02175000	2016-07-01 20:00	EST	2.48	P	633	P
USGS	02175000	2016-07-01 21:00	EST	2.47	P	630	P
USGS	02175000	2016-07-01 22:00	EST	2.47	P	630	P
USGS	02175000	2016-07-01 23:00	EST	2.47	P	630	P
USGS	02175000	2016-07-02 00:00	EST	2.47	P	630	P
USGS	02175000	2016-07-02 01:00	EST	2.46	P	627	P
USGS	02175000	2016-07-02 02:00	EST	2.47	P	630	P
USGS	02175000	2016-07-02 03:00	EST	2.46	P	627	P
USGS	02175000	2016-07-02 04:00	EST	2.47	P	630	P
USGS	02175000	2016-07-02 05:00	EST	2.47	P	630	P
USGS	02175000	2016-07-02 06:00	EST	2.48	P	633	P
USGS	02175000	2016-07-02 07:00	EST	2.46	P	627	P
USGS	02175000	2016-07-02 08:00	EST	2.49	P	636	P
USGS	02175000	2016-07-02 09:00	EST	2.49	P	636	P
USGS	02175000	2016-07-02 10:00	EST	2.50	P	639	P
USGS	02175000	2016-07-02 11:00	EST	2.49	P	636	P
USGS	02175000	2016-07-02 12:00	EST	2.50	P	639	P
USGS	02175000	2016-07-02 13:00	EST	2.50	P	639	P
USGS	02175000	2016-07-02 14:00	EST	2.51	P	642	P
USGS	02175000	2016-07-02 15:00	EST	2.51	P	642	P
USGS	02175000	2016-07-02 16:00	EST	2.52	P	645	P
USGS	02175000	2016-07-02 17:00	EST	2.51	P	642	P
USGS	02175000	2016-07-02 18:00	EST	2.54	P	651	P
USGS	02175000	2016-07-02 19:00	EST	2.53	P	648	P
USGS	02175000	2016-07-02 20:00	EST	2.53	P	648	P
USGS	02175000	2016-07-02 21:00	EST	2.53	P	648	P
USGS	02175000	2016-07-02 22:00	EST	2.53	P	648	P
USGS	02175000	2016-07-02 23:00	EST	2.54	P	651	P
USGS	02175000	2016-07-03 00:00	EST	2.54	P	651	P
USGS	02175000	2016-07-03 01:00	EST	2.55	P	654	P
USGS	02175000	2016-07-03 02:00	EST	2.55	P	654	P
USGS	02175000	2016-07-03 03:00	EST	2.55	P	654	P
USGS	02175000	2016-07-03 04:00	EST	2.55	P	654	P
USGS	02175000	2016-07-03 05:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 06:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 07:00	EST	2.57	P	661	P
USGS	02175000	2016-07-03 08:00	EST	2.55	P	654	P
USGS	02175000	2016-07-03 09:00	EST	2.57	P	661	P
USGS	02175000	2016-07-03 10:00	EST	2.57	P	661	P
USGS	02175000	2016-07-03 11:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 12:00	EST	2.57	P	661	P
USGS	02175000	2016-07-03 13:00	EST	2.57	P	661	P
USGS	02175000	2016-07-03 14:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 15:00	EST	2.57	P	661	P
USGS	02175000	2016-07-03 16:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 17:00	EST	2.54	P	651	P
USGS	02175000	2016-07-03 18:00	EST	2.52	P	645	P
USGS	02175000	2016-07-03 19:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 20:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 21:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 22:00	EST	2.56	P	657	P
USGS	02175000	2016-07-03 23:00	EST	2.56	P	657	P
USGS	02175000	2016-07-04 00:00	EST	2.55	P	654	P
USGS	02175000	2016-07-04 01:00	EST	2.55	P	654	P
USGS	02175000	2016-07-04 02:00	EST	2.55	P	654	P
USGS	02175000	2016-07-04 03:00	EST	2.54	P	651	P
USGS	02175000	2016-07-04 04:00	EST	2.54	P	651	P
USGS	02175000	2016-07-04 05:00	EST	2.54	P	651	P
USGS	02175000	2016-07-04 06:00	EST	2.53	P	648	P
USGS	02175000	2016-07-04 07:00	EST	2.54	P	651	P
USGS	02175000	2016-07-04 08:00	EST	2.52	P	645	P
USGS	02175000	2016-07-04 09:00	EST	2.50	P	639	P
USGS	02175000	2016-07-04 10:00	EST	2.54	P	651	P
USGS	02175000	2016-07-04 11:00	EST	2.47	P	630	P
USGS	02175000	2016-07-04 12:00	EST	2.48	P	633	P
USGS	02175000	2016-07-04 13:00	EST	2.50	P	639	P
USGS	02175000	2016-07-04 14:00	EST	2.50	P	639	P
USGS	02175000	2016-07-04 15:00	EST	2.49	P	636	P
USGS	02175000	2016-07-04 16:00	EST	2.49	P	636	P
